year,tic,at,revt,xlr,xpr,sic
2018,NLY,105787.527,2181.04,0,0,6798
2019,NLY,130295.081,3875.766,0,0,6798
2019,NLY,130295.081,2020.741,0,0,6798
2020,NLY,88455.103,2944.452,0,0,6798
2020,NLY,88455.103,2493.201,0,0,6798
2021,NLY,76764.064,1982.612,0,0,6798
2021,NLY,76764.064,4486.496,0,0,6798
2017,NRC,127.316,117.559,0,.35,7389
2018,NRC,108.032,119.686,0,.396,7389
2019,NRC,110.685,127.982,0,.447,7389
2020,NRC,133.423,133.277,0,.521,7389
2021,NRC,157.54,147.954,0,.531,7389
2017,SRI,559.037,824.444,0,2.601,3679
2018,SRI,559.519,866.199,0,3.52,3679
2019,SRI,602.2089999999999,830.129,0,4.26,3679
2020,SRI,621.408,648.006,0,3.812,3679
2021,SRI,665.399,769.491,0,5.082,3679
2017,RBA,2017.312,610.5170000000001,243.81,0,7389
2018,RBA,2052.396,1170.026,290.506,0,7389
2019,RBA,2229.43,1318.641,296.121,0,7389
2020,RBA,2351.529,1377.26,334.653,0,7389
2021,RBA,3592.914,1416.971,367.449,0,7389
2017,OSIS,1230.087,960.951,0,5.849,3844
2018,OSIS,1255.691,1089.286,0,7.118,3844
2019,OSIS,1264.864,1182.115,0,6.969,3844
2020,OSIS,1268.541,1166.044,0,6.664,3844
2021,OSIS,1384.367,1146.902,0,7.678,3844
2017,CHRW,4235.834,14869.38,1179.527,27.53,4213
2018,CHRW,4427.412,16631.172,1343.542,43.172,4213
2019,CHRW,4641.06,15309.508,1298.528,42.491,4213
2020,CHRW,5144.258,16207.106,1242.867,18.827,4213
2021,CHRW,7028.112,23102.138,1543.61,48.714,4213
2017,SAPIF,8003,11542.5,0,54.7,2020
2018,SAPIF,9885.6,13501.9,0,70.09999999999999,2020
2019,SAPIF,13793.1,14943.5,0,73.5,2020
2020,SAPIF,13122.8,14293.9,0,76,2020
2021,SAPIF,13683,15035,0,84,2020
2017,SUUIF,2336.7,2385,229.6,2.3,5900
2018,SUUIF,3649.6,2726.7,298.9,2.2,5900
2019,SUUIF,3638,2852.9,366.3,2,5900
2020,SUUIF,3826.3,2394.3,329.5,2.1,5900
2021,SUUIF,3560.4,2392.6,357.9,.5,5900
2017,CHH,927.607,1007.356,0,9.300000000000001,6794
2018,CHH,1138.37,1041.304,0,-.7,6794
2019,CHH,1386.672,1114.82,0,5.3,6794
2020,CHH,1587.333,774.072,0,4.5,6794
2021,CHH,1931.824,1069.298,0,6.1,6794
2017,MGRUF,2921.091,279.685,0,0,6798
2018,MGRUF,2978.573,276.335,0,0,6798
2019,MGRUF,2937.341,274.118,0,0,6798
2020,MGRUF,2557.733,252.378,0,0,6798
2021,MGRUF,2493.942,240.362,0,0,6798
2017,CSR,1426.658,170.942,0,.838,6798
2017,CSR,1426.658,191.373,0,.838,6798
2018,CSR,1335.997,,0,0,6798
2018,CSR,1335.997,,0,0,6798
2019,CSR,1392.418,187.847,0,.738,6798
2019,CSR,1392.418,285.471,0,.738,6798
2020,CSR,1464.183,176.442,0,.875,6798
2020,CSR,1464.183,201.945,0,.875,6798
2021,CSR,1940.061,199.325,0,1,6798
2021,CSR,1940.061,226.843,0,1,6798
2017,CHL,233944.485,113814.918,11439.22,1703.887,4812
2018,CHL,223313.02,107129.504,11899.53,1758.693,4812
2019,CHL,233985.274,107125.773,12438.6,2284.647,4812
2020,CHL,262924.098,116873.786,14494.376,1665.148,4812
2021,CHL,289862.691,133533.232,16205.343,2412.312,4812
2017,DRQ,1399.805,455.469,0,4.3,3533
2018,DRQ,1192.51,384.626,0,4.1,3533
2019,DRQ,1206.565,414.806,0,4.1,3533
2020,DRQ,1151.172,364.973,0,2.5,3533
2021,DRQ,1010.426,322.945,0,1,3533
2017,OIG,87.90900000000001,83.27500000000001,0,.6,1623
2018,OIG,70.167,96.789,0,.8,1623
2019,OIG,64.158,23.492,0,.2,1623
2020,OIG,66.045,38.414,0,.4,1623
2021,OIG,412.339,82.94799999999999,0,.6,1623
2017,SNNAF,1.562,0,0,0,1000
2018,SNNAF,2.124,0,0,0,1000
2019,SNNAF,2.217,0,0,0,1000
2020,SNNAF,1.708,0,0,0,1000
2021,SNNAF,2.064,0,0,0,1000
2017,MBWM,3286.704,143.144,45.397,1.3,6020
2017,MBWM,3286.704,143.144,45.397,1.3,6020
2018,MBWM,3363.907,160.991,50.91,1.6,6020
2018,MBWM,3363.907,160.991,50.91,1.6,6020
2019,MBWM,3632.915,185.293,53.833,1.7,6020
2019,MBWM,3632.915,185.293,53.833,1.7,6020
2020,MBWM,4437.344,193.485,59.799,1.9,6020
2020,MBWM,4437.344,193.485,59.799,1.9,6020
2021,MBWM,5257.749,198.656,66.447,2.1,6020
2021,MBWM,5257.749,198.656,66.447,2.1,6020
2017,CWST,614.949,599.309,0,1.814,4953
2018,CWST,732.41,660.66,0,2.045,4953
2019,CWST,932.182,743.29,0,2.017,4953
2020,CWST,1193.898,774.5839999999999,0,2.747,4953
2021,CWST,1283.58,889.211,0,3.209,4953
2017,INTI,.768,0,0,0,2836
2018,INTI,1.233,0,0,0,2836
2019,INTI,.9,0,0,0,2836
2020,INTI,.132,0,0,0,2836
2021,INTI,.059,0,0,0,2836
2017,EPR,6191.493,584.659,0,0,6798
2017,EPR,6191.493,627.47,0,0,6798
2018,EPR,6131.39,701.076,0,0,6798
2018,EPR,6131.39,719.5309999999999,0,0,6798
2019,EPR,6577.511,653.765,0,0,6798
2019,EPR,6577.511,662.914,0,0,6798
2020,EPR,6704.185,412.12,0,0,6798
2020,EPR,6704.185,460.225,0,0,6798
2021,EPR,5801.15,525.593,0,0,6798
2021,EPR,5801.15,545.0410000000001,0,0,6798
2017,LTS,632.025,1268.152,171.344,0,6211
2017,LTS,632.025,1268.152,171.344,0,6211
2018,LTS,740.904,1391.136,194.045,0,6211
2018,LTS,740.904,1391.136,194.045,0,6211
2019,LTS,829.936,1469.302,210.811,0,6211
2019,LTS,829.936,1469.302,210.811,0,6211
2017,GPI,4871.065,11123.721,0,5.1,5500
2018,GPI,5001.075,11600.283,0,6.2,5500
2019,GPI,5570.2,12043.8,0,6.6,5500
2020,GPI,5089.4,10851.8,0,6.5,5500
2021,GPI,5749.4,13481.9,0,12.2,5500
2017,BSMZF,112.44,66.717,22.715,0,7373
2018,BSMZF,83.318,59.735,18.39,0,7373
2017,SNDA,1182.671,466.997,0,.521,8300
2018,SNDA,1149.144,460.018,0,.5,8300
2019,SNDA,1267.696,447.1,0,.524,8300
2020,SNDA,702.833,383.362,0,.1,8300
2021,SNDA,728.552,234.718,0,0,8300
2017,NOVC,39.837,31.108,0,0,7361
2017,NOVC,39.837,31.456,0,0,7361
2018,NOVC,31.13,56.259,0,0,7361
2018,NOVC,31.13,69.551,0,0,7361
2019,NOVC,19.417,63.474,0,0,7361
2019,NOVC,19.417,63.513,0,0,7361
2020,NOVC,12.176,51.354,0,0,7361
2020,NOVC,12.176,51.397,0,0,7361
2017,LUGDF,602.98,0,6.634,0,1040
2018,LUGDF,1381.539,0,10.427,0,1040
2019,LUGDF,1827.479,0,11.362,0,1040
2020,LUGDF,1505.36,358.156,7.654,0,1040
2021,LUGDF,1685.113,733.329,5.786,0,1040
2017,OEXFF,100.157,32.917,6.258,0,1311
2017,ECMXF,2.128,0,0,0,1000
2018,ECMXF,2.153,0,0,0,1000
2019,ECMXF,2.126,0,0,0,1000
2020,ECMXF,2.74,0,0,0,1000
2021,ECMXF,5.096,0,0,0,1000
2017,CTIB,39.984,56.237,0,.047,3060
2018,CTIB,38.761,55.591,0,0,3060
2019,CTIB,31.321,40.537,0,0,3060
2020,CTIB,21.551,26.473,0,0,3060
2021,CTIB,17.282,24.086,0,0,3060
2017,MTD,2549.805,2725.053,0,32.708,3826
2018,MTD,2618.847,2935.586,0,30.852,3826
2019,MTD,2789.321,3008.652,0,31.283,3826
2020,MTD,2814.549,3085.177,0,26.803,3826
2021,MTD,3326.798,3717.93,0,34.553,3826
2017,MOFG,3212.271,141.69,47.864,1.3,6020
2017,MOFG,3212.271,141.69,47.864,1.3,6020
2018,MOFG,3291.48,151.612,49.484,1.4,6020
2018,MOFG,3291.48,151.612,49.484,1.4,6020
2019,MOFG,4653.573,213.687,60.225,1.617,6020
2019,MOFG,4653.573,213.687,60.225,1.617,6020
2020,MOFG,5556.648,223.407,66.39700000000001,1.855,6020
2020,MOFG,5556.648,223.407,66.39700000000001,1.855,6020
2021,MOFG,6025.128,219.219,69.937,1.9,6020
2021,MOFG,6025.128,219.219,69.937,1.9,6020
2017,CPFH,5.135,15.569,1.458,.055,6211
2018,CPFH,5.142,15.071,1.342,.05,6211
2017,BNAUF,47.564,0,2.524,0,1040
2018,BNAUF,40.916,0,3.124,0,1040
2019,BNAUF,36.935,0,3.619,0,1040
2020,BNAUF,68.875,0,3.696,0,1040
2017,OLNCF,26.766,8.186,0,0,3790
2018,OLNCF,23.512,9.654,0,0,3790
2019,OLNCF,22.124,12.086,0,0,3790
2020,OLNCF,14.85,6.684,0,0,3790
2021,OLNCF,23.159,5.763,0,0,3790
2017,SAH,3818.518,9867.208000000001,0,10.159,5500
2018,SAH,3796.807,9951.629999999999,0,11.603,5500
2019,SAH,4071.035,10454.343,0,11.206,5500
2020,SAH,3745.993,9767.041999999999,0,11.305,5500
2021,SAH,4975.1,12396.4,0,13.8,5500
2017,SVON,5.845,0,.436,0,2836
2017,MLCOF,64.364,11.555,0,0,7990
2018,MLCOF,62.292,7.717,0,0,7990
2019,MLCOF,55.008,5.466,0,0,7990
2020,MLCOF,55.848,3.416,0,0,7990
2021,MLCOF,54.567,.766,0,0,7990
2017,CTHR,41.231,27.033,0,.064,3290
2018,CTHR,39.473,27.909,0,0,3290
2019,CTHR,51.146,32.244,0,.067,3290
2020,CTHR,48.905,29.189,0,.082,3290
2021,CTHR,64.922,39.236,0,.072,3290
2017,MCCRF,57.438,40.045,17.341,0,3533
2018,MCCRF,59.742,49.076,13.299,0,3533
2019,MCCRF,59.63,53.392,16.85,0,3533
2020,MCCRF,52.658,38.674,13.319,0,3533
2021,MCCRF,55.138,32.796,11.805,0,3533
2017,PGNX,145.957,11.698,0,.302,2836
2018,PGNX,169.497,15.622,0,.381,2836
2019,PGNX,119.47,34.986,0,.5,2836
2017,AFMCF,3.159,0,.043,0,1000
2018,AFMCF,2.836,0,.089,0,1000
2019,AFMCF,2.266,0,.001,0,1000
2020,AFMCF,1.462,0,0,0,1000
2021,AFMCF,1.071,0,0,0,1000
2017,SBBX,979.383,43.984,14.773,.199,6020
2017,SBBX,979.383,43.984,14.773,.199,6020
2018,SBBX,1795.703,67.458,20.71,.265,6020
2018,SBBX,1795.703,67.458,20.71,.265,6020
2019,SBBX,2001.657,96.988,24.934,.344,6020
2019,SBBX,2001.657,96.988,24.934,.344,6020
2017,AMG,8702.1,2305,979,20.1,6282
2017,AMG,8702.1,2667.2,979,20.1,6282
2018,AMG,8219.1,2378.4,987.2,20.8,6282
2018,AMG,8219.1,2405.6,987.2,20.8,6282
2019,AMG,7653.5,2239.6,943,19.4,6282
2019,AMG,7653.5,1926.8,943,19.4,6282
2020,AMG,7888.9,2027.5,883.7,17.6,6282
2020,AMG,7888.9,2018.2,883.7,17.6,6282
2021,AMG,8876.4,2412.4,1047.1,19.1,6282
2021,AMG,8876.4,2772.5,1047.1,19.1,6282
2017,GEOS,205.696,73.721,0,.8,3829
2018,GEOS,199.08,75.748,0,.8,3829
2019,GEOS,202.001,95.809,0,.9,3829
2020,GEOS,186.845,95.828,0,.8,3829
2021,GEOS,163.929,94.864,0,.9,3829
2017,RNWK,121.496,78.718,0,.3,7370
2018,RNWK,80.319,69.51000000000001,0,.2,7370
2019,RNWK,159.754,172.113,0,.4,7370
2020,RNWK,81.756,68.062,0,.3,7370
2021,RNWK,69.30800000000001,58.183,0,.2,7370
2017,NOTV,20.417,24.242,0,.2,8731
2018,NOTV,31.268,26.346,0,.256,8731
2019,NOTV,41.98,43.616,0,.374,8731
2020,NOTV,61.593,60.469,0,.538,8731
2021,NOTV,321.856,89.605,0,.852,8731
2017,DPGYF,409.522,113.903,4.62,0,1311
2018,DPGYF,418.919,140.642,4.18,0,1311
2019,DPGYF,302.348,99.50700000000001,4.035,0,1311
2017,AUMN,13.077,6.691,0,0,1040
2018,AUMN,12.644,7.217,0,0,1040
2019,AUMN,13.357,7.73,0,0,1040
2020,AUMN,18.306,5.637,0,0,1040
2021,AUMN,23.678,25.596,0,0,1040
2017,CSBB,707.063,30.78,10.009,.363,6020
2017,CSBB,707.063,30.78,10.009,.363,6020
2018,CSBB,731.722,34.395,10.895,.5649999999999999,6020
2018,CSBB,731.722,34.395,10.895,.5649999999999999,6020
2019,CSBB,818.683,37.889,11.663,.679,6020
2019,CSBB,818.683,37.889,11.663,.679,6020
2020,CSBB,1031.632,38.001,11.707,.655,6020
2020,CSBB,1031.632,38.001,11.707,.655,6020
2021,CSBB,1144.239,36.854,12.599,.615,6020
2021,CSBB,1144.239,36.854,12.599,.615,6020
2017,BASCF,.461,0,0,0,9995
2018,BASCF,1.039,0,0,0,9995
2019,BASCF,.203,0,0,0,9995
2020,BASCF,.031,0,0,0,9995
2017,NANX,6.266,12.471,0,.019,3290
2018,NANX,6.569,14.193,0,.021,3290
2019,NANX,9.372,12.009,0,.024,3290
2020,NANX,13.54,17.123,0,.021,3290
2021,NANX,28.394,29.475,0,.107,3290
2017,ASRT,1038.617,385.466,0,0,2834
2018,ASRT,932.866,275.895,0,0,2834
2019,ASRT,527.17,229.504,0,0,2834
2020,ASRT,303.274,106.275,0,.2,2834
2021,ASRT,326.547,111.014,0,.1,2834
2017,TOTZF,1066.781,604.662,200.669,0,7359
2018,TOTZF,1078.124,851.809,263.598,0,7359
2019,TOTZF,997.1609999999999,757.398,232.317,0,7359
2020,TOTZF,849.579,365.75,16.099,0,7359
2021,TOTZF,813.522,431.576,18.293,0,7359
2017,CFFI,1509.056,116.332,43.104,1.865,6020
2017,CFFI,1509.056,116.332,43.104,1.865,6020
2018,CFFI,1521.411,118.306,42.003,1.709,6020
2018,CFFI,1521.411,118.306,42.003,1.709,6020
2019,CFFI,1657.432,127.022,47.201,2.167,6020
2019,CFFI,1657.432,127.022,47.201,2.167,6020
2020,CFFI,2086.31,152.331,57.668,2.883,6020
2020,CFFI,2086.31,152.331,57.668,2.883,6020
2021,CFFI,2264.521,142.891,58.581,4.161,6020
2021,CFFI,2264.521,142.891,58.581,4.161,6020
2017,EVHC,16572.6,7819.3,5627.4,43.3,8011
2017,BB,3780,932,0,0,7372
2018,BB,3929,904,0,0,7372
2019,BB,3888,1040,0,0,7372
2020,BB,2818,893,0,0,7372
2021,BB,2567,718,0,0,7372
2017,MHTX,10.846,.142,0,0,8731
2018,MHTX,2.66,0,0,0,8731
2019,MHTX,2.225,.097,0,0,8731
2020,MHTX,6.848,.05,0,0,8731
2021,MHTX,3.454,.05,0,0,8731
2017,ICPBF,44.582,93.93600000000001,29.88,.853,2522
2018,ICPBF,39.527,90.583,29.668,.758,2522
2019,ICPBF,37.804,75.818,30.306,.848,2522
2020,ICPBF,41.972,38.203,21.103,.9389999999999999,2522
2021,ICPBF,55.63,38.741,20.479,.715,2522
2017,ROIUF,3.171,6.07,0,0,3663
2018,ROIUF,6.673,26.231,0,0,3663
2019,ROIUF,12.63,24.009,0,0,3663
2020,ROIUF,14.176,29.707,0,0,3663
2021,ROIUF,15.097,27.271,0,0,3663
2017,INGR,6080,6180,0,38,2040
2018,INGR,5728,6289,0,37,2040
2019,INGR,6040,6209,0,41,2040
2020,INGR,6858,5987,0,38,2040
2021,INGR,6999,6894,0,35,2040
2017,HNLMF.1,.696,0,0,0,1040
2018,HNLMF.1,.125,0,0,0,1040
2019,HNLMF.1,.158,0,0,0,1040
2017,POWI,621.074,431.755,0,1.2,3674
2018,POWI,588.697,415.955,0,1.3,3674
2019,POWI,803.896,420.669,0,1.4,3674
2020,POWI,903.3390000000001,488.318,0,1.8,3674
2021,POWI,1014.487,703.277,0,1.9,3674
2017,BRTX,1.759,.081,0,0,2836
2018,BRTX,1.192,.111,0,0,2836
2019,BRTX,1.466,.13,0,0,2836
2020,BRTX,4.347,.077,0,0,2836
2021,BRTX,22.453,.046,0,0,2836
2017,URI,15030,6641,0,26,7350
2018,URI,18133,8047,0,31,7350
2019,URI,18970,9351,0,37,7350
2020,URI,17868,8530,0,33,7350
2021,URI,20292,9716,0,36,7350
2017,NMTLF,3.141,0,0,0,1090
2018,NMTLF,3.135,0,0,0,1090
2019,NMTLF,4.722,0,0,0,1090
2020,NMTLF,12.862,0,0,0,1090
2021,NMTLF,15.12,0,0,0,1090
2017,AAIC,4160.529,127.122,13.203,0,6799
2017,AAIC,4160.529,127.122,13.203,0,6799
2018,AAIC,4099.45,7.131,8.329000000000001,0,6799
2018,AAIC,4099.45,7.131,8.329000000000001,0,6799
2019,AAIC,4000.114,126.007,10.194,0,6799
2019,AAIC,4000.114,126.007,10.194,0,6799
2020,AAIC,1212.389,-32.185,7.241,0,6799
2020,AAIC,1212.389,-32.185,7.241,0,6799
2021,AAIC,803.0359999999999,12.59,6.979,0,6799
2021,AAIC,803.0359999999999,12.59,6.979,0,6799
2017,VSBN,349.808,14.965,4.831,.14,6020
2017,VSBN,349.808,14.965,4.831,.14,6020
2018,VSBN,373.839,15.764,5.181,.152,6020
2018,VSBN,373.839,15.764,5.181,.152,6020
2019,VSBN,368.381,16.569,5.446,.153,6020
2019,VSBN,368.381,16.569,5.446,.153,6020
2017,NWFL,1132.916,45.69,12.85,.952,6020
2017,NWFL,1132.916,45.69,12.85,.952,6020
2018,NWFL,1184.559,49.561,14.02,1.12,6020
2018,NWFL,1184.559,49.561,14.02,1.12,6020
2019,NWFL,1230.61,54.062,14.655,1.238,6020
2019,NWFL,1230.61,54.062,14.655,1.238,6020
2020,NWFL,1851.864,66.235,17.121,1.468,6020
2020,NWFL,1851.864,66.235,17.121,1.468,6020
2021,NWFL,2068.504,79.395,20.608,1.345,6020
2021,NWFL,2068.504,79.395,20.608,1.345,6020
2017,OVLY,1034.852,40.175,14.11,.509,6020
2017,OVLY,1034.852,40.175,14.11,.509,6020
2018,OVLY,1094.887,44.886,16.287,.621,6020
2018,OVLY,1094.887,44.886,16.287,.621,6020
2019,OVLY,1147.785,47.649,17.4,.665,6020
2019,OVLY,1147.785,47.649,17.4,.665,6020
2020,OVLY,1511.478,50.925,17.972,.737,6020
2020,OVLY,1511.478,50.925,17.972,.737,6020
2021,OVLY,1964.478,55.232,20.21,.833,6020
2021,OVLY,1964.478,55.232,20.21,.833,6020
2017,OLBK,2105.613,81.414,20.552,1.289,6020
2017,OLBK,2105.613,81.414,20.552,1.289,6020
2018,OLBK,2950.007,123.255,26.922,1.348,6020
2018,OLBK,2950.007,123.255,26.922,1.348,6020
2017,BEGI,.18,0,0,0,6159
2018,BEGI,.007,0,0,0,6159
2019,BEGI,.044,0,0,0,6159
2020,BEGI,.094,0,0,0,6159
2021,BEGI,.6830000000000001,0,0,0,6159
2017,KISB,811.192,35.651,14.633,.355,6020
2017,KISB,811.192,35.651,14.633,.355,6020
2018,KISB,850.509,41.403,15.556,.404,6020
2018,KISB,850.509,41.403,15.556,.404,6020
2019,KISB,918.309,46.599,16.533,.409,6020
2019,KISB,918.309,46.599,16.533,.409,6020
2020,KISB,1106.609,49.576,17.984,.446,6020
2020,KISB,1106.609,49.576,17.984,.446,6020
2021,KISB,1232.778,50.948,19.932,.491,6020
2021,KISB,1232.778,50.948,19.932,.491,6020
2017,LCNB,1295.638,54.921,18.585,1.513,6020
2017,LCNB,1295.638,54.921,18.585,1.513,6020
2018,LCNB,1636.927,65.64400000000001,21.279,1.59,6020
2018,LCNB,1636.927,65.64400000000001,21.279,1.59,6020
2019,LCNB,1639.308,77.542,25.32,1.64,6020
2019,LCNB,1639.308,77.542,25.32,1.64,6020
2020,LCNB,1745.884,79.521,27.178,1.766,6020
2020,LCNB,1745.884,79.521,27.178,1.766,6020
2021,LCNB,1903.629,77.40900000000001,27.616,1.848,6020
2021,LCNB,1903.629,77.40900000000001,27.616,1.848,6020
2017,HOPE,14206.717,638.519,144.669,4.4,6020
2017,HOPE,14206.717,638.519,144.669,4.4,6020
2018,HOPE,15305.952,710.352,153.523,5.2,6020
2018,HOPE,15305.952,710.352,153.523,5.2,6020
2019,HOPE,15667.44,734.4690000000001,161.174,4.2,6020
2019,HOPE,15667.44,734.4690000000001,161.174,4.2,6020
2020,HOPE,17106.664,652.3099999999999,162.922,5.4,6020
2020,HOPE,17106.664,652.3099999999999,162.922,5.4,6020
2021,HOPE,17889.061,610.126,175.151,5.8,6020
2021,HOPE,17889.061,610.126,175.151,5.8,6020
2017,IDR,9.380000000000001,4.282,0,0,1040
2018,IDR,10.639,3.63,0,0,1040
2019,IDR,10.852,6.12,0,0,1040
2020,IDR,14.669,5.675,0,0,1040
2021,IDR,17.919,7.63,0,0,1040
2017,LIVE,128.595,152.061,0,0,5700
2018,LIVE,141.524,199.633,0,0,5700
2019,LIVE,122.453,193.288,0,0,5700
2020,LIVE,197.259,191.72,0,0,5700
2021,LIVE,211.738,272.981,0,0,5700
2017,PFHO,7.261,6.506,2.3,0,8090
2018,PFHO,8.506,6.797,2.462,0,8090
2019,PFHO,10.254,7.331,3.11,0,8090
2020,PFHO,11.107,6.043,2.918,0,8090
2021,PFHO,11.333,5.403,2.741,0,8090
2017,RASFQ,1791.833,140.75,0,.376,6798
2017,RASFQ,1791.833,183.466,13.05,.376,6798
2018,RASFQ,733.764,81.499,0,.244,6798
2018,RASFQ,733.764,76.967,10.313,.244,6798
2017,HFWA,4113.27,183.288,64.268,1.1,6020
2017,HFWA,4113.27,183.288,64.268,1.1,6020
2018,HFWA,5316.927,230.226,86.83,1.4,6020
2018,HFWA,5316.927,230.226,86.83,1.4,6020
2019,HFWA,5552.97,250.312,87.568,1.6,6020
2019,HFWA,5552.97,250.312,87.568,1.6,6020
2020,HFWA,6615.318,251.549,88.10599999999999,1.7,6020
2020,HFWA,6615.318,251.549,88.10599999999999,1.7,6020
2021,HFWA,7432.412,244.746,89.88,1.7,6020
2021,HFWA,7432.412,244.746,89.88,1.7,6020
2017,TSBK,952.024,50.706,14.908,.358,6036
2017,TSBK,952.024,50.706,14.908,.358,6036
2018,TSBK,1018.29,54.479,15.74,.379,6036
2018,TSBK,1018.29,54.479,15.74,.379,6036
2019,TSBK,1247.132,69.059,18.545,.743,6036
2019,TSBK,1247.132,69.059,18.545,.743,6036
2020,TSBK,1565.978,72.869,18.351,.908,6036
2020,TSBK,1565.978,72.869,18.351,.908,6036
2021,TSBK,1792.18,72.123,18.75,.931,6036
2021,TSBK,1792.18,72.123,18.75,.931,6036
2017,LIXXF,62.837,0,0,0,1000
2017,MPB,1170.354,49.585,16.929,.483,6020
2017,MPB,1170.354,49.585,16.929,.483,6020
2018,MPB,2077.981,76.116,23.862,.9389999999999999,6020
2018,MPB,2077.981,76.116,23.862,.9389999999999999,6020
2019,MPB,2231.175,107.933,32.36,.992,6020
2019,MPB,2231.175,107.933,32.36,.992,6020
2020,MPB,2998.948,125.843,37.758,1.278,6020
2020,MPB,2998.948,125.843,37.758,1.278,6020
2021,MPB,4689.425,144.855,41.711,1.803,6020
2021,MPB,4689.425,144.855,41.711,1.803,6020
2017,SCS,1859.2,3055.5,0,44.7,2522
2018,SCS,2142.4,3443.2,0,38.4,2522
2019,SCS,2565.4,3723.7,0,40.3,2522
2020,SCS,2354,2596.2,0,22.7,2522
2021,SCS,2261,2772.7,0,19.7,2522
2017,GMGLF,.009,0,0,0,1000
2018,GMGLF,.048,0,0,0,1000
2017,MTMT,236.41,34.461,0,0,7359
2018,MTMT,217.152,30.518,.592,0,7359
2019,MTMT,149.596,43.43,2.368,0,7359
2020,MTMT,93.378,15.745,2.044,0,7359
2021,MTMT,14.95,6.294,2.156,0,7359
2017,DIA,,,0,0,6726
2018,DIA,,,0,0,6726
2019,DIA,,,0,0,6726
2020,DIA,,,0,0,6726
2021,DIA,,,0,0,6726
2017,OPOF,981.826,46.442,20.863,.918,6020
2017,OPOF,981.826,46.442,20.863,.918,6020
2018,OPOF,1038.183,51.528,22.58,0,6020
2018,OPOF,1038.183,51.528,22.58,0,6020
2019,OPOF,1054.488,54.318,24.024,0,6020
2019,OPOF,1054.488,54.318,24.024,0,6020
2020,OPOF,1226.191,53.79,25.512,0,6020
2020,OPOF,1226.191,53.79,25.512,0,6020
2021,OPOF,1338.155,57.137,25.361,0,6020
2021,OPOF,1338.155,57.137,25.361,0,6020
2017,PSYTF,398.446,245.643,0,0,1389
2018,PSYTF,461.716,306.393,0,0,1389
2019,PSYTF,437.841,295.642,0,0,1389
2020,PSYTF,361.416,156.636,0,0,1389
2021,PSYTF,379.941,206.686,0,0,1389
2017,IPPLF,10361.7,2260.6,157.4,0,4610
2018,IPPLF,11461.5,2592.9,190.2,0,4610
2019,IPPLF,12951.4,2535.3,241,0,4610
2020,IPPLF,13066.4,2400.5,215,0,4610
2017,DSGX,624.878,237.439,0,0,7372
2018,DSGX,653.3339999999999,275.171,0,0,7372
2019,DSGX,942.586,325.791,0,0,7372
2020,DSGX,1063.254,348.664,0,0,7372
2021,DSGX,1185.431,424.69,0,0,7372
2017,TSBA,439.045,12.93,4.771,.176,6020
2017,TSBA,439.045,12.93,4.771,.176,6020
2018,TSBA,426.964,21.483,9.031000000000001,0,6020
2018,TSBA,426.964,21.483,9.031000000000001,0,6020
2019,TSBA,468.189,23.643,8.705,.389,6020
2019,TSBA,468.189,23.643,8.705,.389,6020
2020,TSBA,532.732,23.833,8.209,.253,6020
2020,TSBA,532.732,23.833,8.209,.253,6020
2021,TSBA,581.136,24.874,8.638999999999999,.362,6020
2021,TSBA,581.136,24.874,8.638999999999999,.362,6020
2017,WPC,8231.402,913.052,0,3.3,6798
2018,WPC,14183.039,947.246,0,2.6,6798
2019,WPC,14060.918,1255.995,0,2.1,6798
2020,WPC,14707.636,1190.762,0,1.9,6798
2021,WPC,15480.63,1320.695,0,2.2,6798
2017,FXNC,739.11,35.944,12.923,.787,6020
2017,FXNC,739.11,35.944,12.923,.787,6020
2018,FXNC,752.9690000000001,40.169,13.287,.644,6020
2018,FXNC,752.9690000000001,40.169,13.287,.644,6020
2019,FXNC,800.048,41.449,13.567,.8120000000000001,6020
2019,FXNC,800.048,41.449,13.567,.8120000000000001,6020
2020,FXNC,950.932,41.076,13.321,.8149999999999999,6020
2020,FXNC,950.932,41.076,13.321,.8149999999999999,6020
2021,FXNC,1389.437,47.316,17.792,1.229,6020
2021,FXNC,1389.437,47.316,17.792,1.229,6020
2017,RMTI,58.78,57.3,0,0,3842
2018,RMTI,52.558,63.389,0,0,3842
2019,RMTI,44.316,61.303,0,0,3842
2020,RMTI,77.748,62.197,0,0,3842
2021,RMTI,48.574,61.931,0,0,3842
2017,VRSN,2941.188,1165.095,0,4,7370
2018,VRSN,1914.504,1214.969,0,4.3,7370
2019,VRSN,1854.009,1231.661,0,4.7,7370
2020,VRSN,1766.91,1265.052,0,5,7370
2021,VRSN,1983.764,1327.576,0,5.2,7370
2017,IESC,424.494,810.744,0,1.157,1731
2018,IESC,421.994,876.828,0,1.895,1731
2019,IESC,445.258,1076.996,0,2.144,1731
2020,IESC,560.528,1190.856,0,2.326,1731
2021,IESC,766.622,1536.493,0,3.386,1731
2017,CORV,66.812,24.008,0,0,2834
2018,CORV,59.637,28.674,0,0,2834
2019,CORV,58.893,32.634,0,0,2834
2017,DRETF,3321.983,465.27,0,0,6798
2017,DRETF,3321.983,473.88,0,0,6798
2018,DRETF,3122.931,327.659,0,0,6798
2018,DRETF,3122.931,373.936,0,0,6798
2019,DRETF,2911.682,285.857,3.353,0,6798
2019,DRETF,2911.682,299.707,0,0,6798
